Query: 301
[112494, 5.597601]
[523317, 6.100928]Query: 423
[276433, 11.732673]
[378579, 11.102377]
[297712, 10.925252]
[66887, 10.087831]
[24740, 9.870752]
[121308, 9.847652]
[386181, 9.450345]
[297555, 9.390848]
[325965, 9.024267]
[276437, 8.786274]Query: 424
[446972, 4.426598]
[409407, 4.407273]
[33934, 4.384156]
[492960, 4.367194]
[515234, 4.360029]
[442520, 4.343696]
[381073, 4.341565]
[436647, 4.277619]
[520878, 4.27419]
[517447, 4.255728]Query: 425
[12400, 7.227368]
[114140, 7.14515]
[31802, 7.092306]
[443524, 7.062625]
[23396, 7.004624]
[404354, 6.892935]
[119877, 6.843627]
[409281, 6.69684]
[41411, 6.655302]
[58702, 6.583087]Query: 426
[466312, 7.453728]
[398499, 7.066153]
[396987, 6.968068]
[513717, 6.766616]
[492214, 6.692649]
[500196, 6.250768]
[421051, 6.086947]
[498949, 5.870118]
[225987, 5.67524]
[487170, 5.659254]Query: 427
[475584, 10.691886]
[135688, 9.676209]
[281843, 9.328555]
[188268, 8.225896]
[135690, 8.218108]
[363525, 7.874112]
[183046, 7.302785]
[135689, 7.015302]
[42533, 6.968964]
[31711, 6.904555]Query: 428
[328860, 6.664438]
[427354, 6.616769]
[54392, 6.44991]
[441687, 6.430278]
[15724, 6.248668]
[50745, 6.231812]
[329189, 6.097385]
[236416, 6.064974]
[459645, 5.944868]
[67329, 5.832145]Query: 429
[398308, 9.82645]
[468141, 9.800359]
[141235, 9.791944]
[502105, 9.685664]
[258498, 9.582426]
[141215, 9.561773]
[156067, 9.065496]
[141203, 9.04728]
[141194, 8.954422]
[440405, 8.649047]Query: 430
[524018, 11.871608]
[412388, 10.763464]
[425941, 10.388462]
[406057, 10.310392]
[342950, 9.620815]
[343543, 9.198981]
[481515, 9.173768]
[424472, 8.681217]
[488541, 8.299104]
[410003, 7.878538]Query: 431
[80039, 7.588328]
[25452, 7.320716]
[119629, 7.304422]
[95007, 7.206022]
[447735, 7.159312]
[209101, 7.019052]
[239969, 7.010376]
[71192, 6.893015]
[206883, 6.852407]
[250890, 6.725499]Query: 432
[447818, 6.384378]
[520945, 6.321353]
[295642, 6.172509]
[416265, 6.157285]
[451381, 6.022465]
[443535, 6.020955]
[354133, 5.99877]
[61084, 5.981732]
[469701, 5.980244]
[430018, 5.938975]Query: 433
[480968, 6.094521]
[190349, 5.800088]
[120089, 5.761147]
[500056, 5.594342]
[11741, 5.20892]
[69957, 5.138776]
[46534, 5.13231]
[41060, 5.079122]
[12278, 5.002087]
[439068, 4.863557]Query: 434
[328090, 6.071139]
[23452, 5.997753]
[88221, 5.96889]
[58990, 5.870796]
[124152, 5.808599]
[122794, 5.706792]
[16778, 5.640008]
[54754, 5.626876]
[329851, 5.588835]
[29790, 5.583779]Query: 435
[29906, 6.514035]
[496519, 6.459551]
[332163, 6.125799]
[61509, 6.088406]
[428729, 5.987322]
[404712, 5.774336]
[330600, 5.358406]
[248217, 5.32551]
[332365, 5.243006]
[395594, 5.179667]Query: 436
[94629, 6.876143]
[221677, 6.285153]
[225530, 6.266191]
[225523, 6.190306]
[488439, 6.100443]
[302139, 5.971592]
[40319, 5.961862]
[249550, 5.918662]
[274444, 5.902281]
[249554, 5.825709]Query: 437
[297181, 7.278926]
[241456, 7.17757]
[239017, 7.120695]
[331322, 6.925894]
[215596, 6.908397]
[246881, 6.853876]
[384293, 6.696609]
[287959, 6.647593]
[328496, 6.570014]
[287602, 6.551577]Query: 438
[8172, 4.985166]
[368930, 4.919371]
[248469, 4.909915]
[125000, 4.899076]
[198240, 4.883622]
[198212, 4.875931]
[491361, 4.863261]
[122154, 4.827431]
[48684, 4.753549]
[382505, 4.74892]Query: 439
[419931, 7.244714]
[494599, 6.896843]
[65943, 6.642936]
[292654, 6.606051]
[2777, 6.581905]
[370167, 6.535882]
[245059, 6.466179]
[66017, 6.433517]
[162320, 6.376345]
[162322, 6.232753]Query: 440
[472764, 6.17252]
[179221, 5.893098]
[503985, 5.717947]
[519998, 5.702638]
[470979, 5.513654]
[179219, 5.476189]
[179225, 5.39366]
[65361, 5.249754]
[179220, 5.101012]
[116517, 4.946819]Query: 441
[528010, 10.802782]
[466828, 10.564774]
[461254, 10.414299]
[488412, 10.386778]
[37063, 10.140526]
[504284, 9.93406]
[451716, 9.880837]
[449390, 9.534481]
[169762, 8.134052]
[101120, 7.337538]Query: 442
[76488, 4.658649]
[25956, 4.634209]
[57465, 4.634209]
[90084, 4.574685]
[115134, 4.556455]
[47651, 4.541905]
[43400, 4.462324]
[98022, 4.372177]
[113716, 4.310249]
[14524, 4.231929]Query: 443
[49905, 5.678227]
[408423, 5.381445]
[429950, 5.371774]
[510506, 5.293533]
[430877, 5.277558]
[9934, 5.263004]
[114877, 5.181504]
[125747, 5.056838]
[137479, 4.993274]
[434998, 4.978416]Query: 444
[101084, 10.961216]
[62228, 10.680736]
[331547, 9.751169]
[175028, 8.760569]
[174988, 8.245535]
[174985, 7.587351]
[25433, 6.723837]
[11143, 6.289828]
[62222, 6.270793]
[263166, 5.14967]Query: 445
[221130, 7.812776]
[441601, 7.382399]
[291410, 7.158039]
[389443, 6.740584]
[393303, 6.740584]
[324162, 6.609619]
[498344, 6.525168]
[457227, 6.522581]
[361155, 6.407334]
[416173, 6.378052]Query: 446
[5208, 6.09075]
[328831, 6.015797]
[55057, 5.987814]
[191741, 5.647833]
[224847, 5.626922]
[277682, 5.617574]
[262265, 5.535487]
[317085, 5.401154]
[192724, 5.370257]
[247142, 5.275716]Query: 447
[204810, 7.543998]
[204195, 7.540905]
[438030, 6.205792]
[357663, 6.130474]
[514856, 5.996937]
[501583, 5.90351]
[492776, 5.900766]
[242727, 5.890872]
[436345, 5.833646]
[481297, 5.82417]Query: 448
[334249, 4.741866]
[356727, 4.630405]
[233841, 4.618469]
[320660, 4.612348]
[322545, 4.541885]
[231010, 4.541682]
[298321, 4.5127]
[344211, 4.48221]
[317609, 4.471785]
[201759, 4.398823]Query: 449
[176890, 6.327717]
[350325, 5.849119]
[52250, 5.77165]
[176897, 5.750357]
[186189, 5.651394]
[52249, 5.636254]
[502164, 5.485133]
[289214, 5.432175]
[366377, 5.418749]
[381570, 5.401092]Query: 450
[390850, 8.76805]
[350313, 8.72504]
[243563, 8.673357]
[271112, 8.605133]
[335140, 8.588042]
[300543, 8.586296]
[251474, 8.580943]
[248993, 8.541499]
[284764, 8.52277]
[452978, 8.504845]Query: 601
[99136, 8.762952]
[326835, 8.66865]
[230454, 8.623815]
[367299, 8.456284]
[111774, 8.197976]
[379561, 8.092681]
[287428, 8.028203]
[117055, 7.889889]
[232964, 7.845952]
[78505, 7.815619]Query: 602
[308246, 10.846129]
[374710, 10.192839]
[375904, 10.030133]
[79513, 10.018302]
[3881, 9.678662]
[191424, 9.140128]
[196159, 9.091597]
[213423, 8.929212]
[205375, 8.92596]
[361731, 8.914428]Query: 603
[420757, 10.709758]
[245313, 10.591479]
[419501, 10.463811]
[381321, 10.249118]
[199936, 10.164915]
[332162, 10.076049]
[494509, 9.862087]
[381196, 9.608569]
[392730, 9.501803]
[398190, 9.303751]Query: 604
[461254, 16.660851]
[466828, 14.197039]
[488412, 13.721879]
[504284, 11.672799]
[449390, 11.177612]
[528010, 10.802782]
[37063, 10.140526]
[451716, 9.880837]
[496346, 9.498684]
[495318, 9.005753]Query: 605
[402526, 7.829501]
[456694, 6.835051]
[344792, 6.102366]
[321249, 6.058252]
[290067, 5.897316]
[423561, 5.769497]
[525123, 5.69991]
[5444, 5.661289]
[283418, 5.640241]
[421473, 5.576419]Query: 606
[500927, 10.737624]
[433464, 9.635322]
[411472, 5.725653]
[480260, 5.438821]
[461127, 5.311715]
[470820, 5.270829]
[505815, 5.227464]
[91183, 5.025437]
[513842, 4.945756]
[307167, 4.838795]Query: 607
[377102, 8.547512]
[333392, 7.868771]
[462438, 7.845369]
[351166, 7.773631]
[491002, 7.696141]
[262519, 7.486716]
[474615, 7.131863]
[309552, 6.906338]
[290070, 6.884598]
[383818, 6.8562]Query: 608
[421619, 5.285289]
[464479, 5.164139]
[437444, 5.150454]
[441388, 5.149004]
[443009, 5.119955]
[483975, 5.103315]
[438861, 5.095043]
[342186, 5.094834]
[460458, 5.07606]
[283133, 5.073768]Query: 609
[4073, 9.926319]
[499295, 9.925864]
[467336, 9.192931]
[459130, 8.396563]
[96344, 7.918296]
[165443, 7.718773]
[121888, 7.651316]
[77514, 7.427575]
[116747, 7.204406]
[307077, 7.203531]Query: 610
[141649, 7.707137]
[393029, 7.672369]
[311340, 7.185146]
[305927, 7.13554]
[237314, 6.959404]
[300007, 6.875678]
[131713, 6.850808]
[307341, 6.843161]
[43137, 6.786081]
[300010, 6.766713]Query: 611
[48154, 9.633867]
[48128, 9.101723]
[48127, 8.795705]
[235807, 8.638726]
[7759, 8.413129]
[81985, 8.322445]
[48044, 8.242335]
[25595, 8.077243]
[80525, 7.973265]
[25490, 7.886819]Query: 612
[377210, 7.566926]
[441669, 7.545152]
[76736, 7.540201]
[259562, 7.315294]
[211285, 7.153363]
[518417, 7.148181]
[508680, 7.082699]
[499728, 6.940595]
[210006, 6.894185]
[47609, 6.872239]Query: 613
[438872, 6.726328]
[411853, 6.705623]
[423838, 6.690834]
[415495, 6.616024]
[432824, 6.61367]
[448577, 6.588636]
[524209, 6.583826]
[500072, 6.566609]
[509280, 6.533966]
[411666, 6.532114]Query: 614
[134351, 22.513256]
[180208, 21.152867]
[251744, 14.422826]
[326657, 11.077542]
[508214, 5.230718]
[497183, 5.193568]
[503520, 5.158566]
[522756, 5.119385]
[522759, 5.112926]
[479257, 5.084709]Query: 615
[381022, 8.493196]
[263952, 7.338372]
[206391, 6.827675]
[237356, 6.799987]
[219755, 6.772993]
[241170, 6.758209]
[516758, 6.757108]
[358845, 6.753077]
[337461, 6.749202]
[2462, 6.731913]Query: 616
[378969, 6.882012]
[366128, 6.573185]
[316011, 6.311828]
[69401, 6.162774]
[353943, 5.815178]
[285153, 5.612704]
[297329, 5.573135]
[279287, 5.552656]
[201656, 5.536667]
[335729, 5.533314]Query: 617
[391417, 7.421823]
[15596, 6.981818]
[67333, 6.918617]
[75601, 6.789688]
[52050, 6.660355]
[128463, 6.308178]
[111611, 6.07883]
[7970, 6.03115]
[5094, 6.02294]
[364598, 6.021117]Query: 618
[523715, 12.840617]
[495542, 12.736409]
[400010, 12.703907]
[434302, 11.901152]
[443593, 11.399287]
[405764, 11.368322]
[226280, 11.273213]
[523757, 11.239913]
[523714, 11.234268]
[421475, 11.202727]Query: 619
[495959, 12.771715]
[436802, 11.834093]
[447318, 11.218329]
[489629, 10.642969]
[206609, 10.611826]
[346476, 10.49659]
[463003, 10.490755]
[416659, 10.47417]
[399287, 10.429894]
[202592, 10.22222]Query: 620
[193622, 7.523108]
[293175, 7.42723]
[114915, 7.161899]
[72100, 7.147711]
[97074, 7.140063]
[308966, 7.13697]
[72021, 7.033137]
[116985, 7.021365]
[39949, 7.018315]
[6371, 6.98208]Query: 621
[238806, 13.154022]
[200305, 13.148927]
[439069, 12.917854]
[242084, 12.858733]
[191835, 12.813727]
[498344, 11.752689]
[315849, 11.254967]
[199275, 10.536259]
[252672, 10.2129]
[457227, 10.209599]Query: 622
[208267, 4.194065]
[379320, 4.186617]
[154103, 4.151259]
[349231, 4.148903]
[501108, 4.116029]
[517424, 4.099739]
[322666, 4.066319]
[262595, 4.059256]
[369862, 4.056493]
[431108, 4.029778]Query: 623
[91457, 9.439018]
[21213, 8.841008]
[112841, 8.711133]
[126758, 8.711133]
[91361, 8.700084]
[22003, 8.588062]
[24495, 8.4069]
[88723, 8.259548]
[22072, 8.257644]
[25377, 8.257644]Query: 624
[273025, 10.38128]
[404079, 10.231346]
[206390, 10.166764]
[422302, 10.077026]
[437070, 10.075972]
[418861, 9.544495]
[431065, 9.382177]
[478709, 9.238365]
[515516, 8.966243]
[483853, 8.923516]Query: 625
[57333, 11.214373]
[127587, 9.465591]
[20655, 9.455961]
[233710, 8.783139]
[201260, 7.911049]
[218552, 7.73267]
[55212, 7.448217]
[367850, 7.284302]
[367881, 6.485595]
[275471, 5.966582]Query: 626
[388106, 5.652678]
[252147, 5.649838]
[299012, 5.496162]
[455077, 5.464512]
[121600, 5.402293]
[430490, 5.242854]
[518931, 5.209108]
[491931, 4.77036]
[231786, 4.72563]
[406841, 4.708637]Query: 627
[310246, 6.366535]
[13209, 5.413595]
[308779, 5.20524]
[343921, 5.061331]
[72777, 5.025797]
[21334, 5.010164]
[399885, 5.005793]
[476760, 4.965832]
[316371, 4.912491]
[402033, 4.901819]Query: 628
[469266, 9.676045]
[478855, 9.64611]
[438741, 9.639551]
[399657, 9.551396]
[409903, 9.536597]
[438621, 9.510548]
[448539, 9.487451]
[513798, 9.413759]
[404556, 9.336228]
[514974, 9.107582]Query: 629
[513284, 9.744155]
[514254, 8.915723]
[219350, 8.489625]
[282990, 8.466095]
[424838, 8.251249]
[500192, 8.103585]
[526770, 8.058926]
[459944, 8.058155]
[394041, 8.030902]
[497687, 8.028594]Query: 630
[37032, 7.949548]
[24411, 7.86864]
[385215, 7.687977]
[392142, 7.146589]
[441988, 6.533118]
[493520, 6.479521]
[39625, 5.610406]
[52533, 5.591755]
[357375, 5.372225]
[496341, 5.203141]Query: 631
[124108, 10.512758]
[129436, 10.437905]
[61203, 10.410921]
[9568, 10.261306]
[129433, 10.161004]
[67395, 10.133183]
[125946, 10.112371]
[53872, 10.102441]
[505376, 10.099747]
[47325, 10.098808]Query: 632
[370292, 8.709336]
[205920, 8.551447]
[255024, 8.102859]
[229831, 7.885148]
[347410, 7.638776]
[341684, 7.600976]
[214536, 7.405057]
[108684, 7.341512]
[365863, 7.333542]
[382536, 7.304384]Query: 633
[306521, 8.953704]
[216541, 8.262304]
[391028, 8.089692]
[212438, 7.744795]
[308606, 7.683672]
[320599, 7.292075]
[394983, 6.94551]
[209445, 6.895085]
[394215, 6.863311]
[212205, 6.531553]Query: 634
[445021, 11.877619]
[508857, 11.63058]
[511941, 11.490325]
[520458, 11.128062]
[509558, 10.769718]
[510316, 10.434072]
[431152, 9.901325]
[444587, 9.858906]
[425343, 9.731254]
[520503, 9.653165]Query: 635
[439199, 8.051093]
[405733, 7.803008]
[515316, 7.608379]
[439198, 7.445341]
[516646, 7.407349]
[434689, 7.187583]
[277508, 7.097355]
[439197, 6.80804]
[512829, 6.395108]
[411802, 6.268081]Query: 636
[166147, 9.153535]
[447328, 8.334653]
[166146, 7.307562]
[402649, 6.440083]
[420255, 6.273868]
[489760, 6.222688]
[464896, 6.004041]
[400883, 5.995228]
[428460, 5.989727]
[407553, 5.934509]Query: 637
[481244, 12.166249]
[465608, 10.091891]
[456165, 9.193167]
[420091, 9.160575]
[349588, 9.118019]
[513667, 9.019372]
[105404, 8.955612]
[513616, 8.851334]
[428830, 8.771064]
[259947, 8.751515]Query: 638
[441829, 5.161256]
[242330, 5.048945]
[528012, 5.039179]
[307583, 4.949957]
[246335, 4.696301]
[467607, 4.680535]
[440957, 4.531921]
[522322, 4.492678]
[500865, 4.481268]
[478604, 4.435673]Query: 639
[296433, 6.173572]
[388939, 5.505812]
[389200, 5.456189]
[352223, 5.391645]
[391267, 5.223552]
[354670, 5.15171]
[32847, 5.149713]
[383991, 5.09033]
[378142, 5.028171]
[231644, 4.991814]Query: 640
[227016, 8.381865]
[279957, 8.048314]
[221945, 7.673018]
[389947, 7.421094]
[384862, 7.259738]
[51127, 7.11694]
[232694, 6.994884]
[187094, 6.886064]
[360130, 6.747192]
[212727, 6.663989]Query: 641
[507864, 10.704175]
[525836, 10.089322]
[523697, 9.225015]
[413925, 8.665261]
[505704, 8.57443]
[444706, 8.504782]
[448144, 8.405628]
[444954, 7.91428]
[401411, 7.870449]
[525557, 7.842087]Query: 642
[44803, 9.946572]
[213792, 9.694953]
[207016, 9.39349]
[190935, 9.048537]
[73631, 8.86229]
[35038, 8.839344]
[299293, 8.832687]
[228283, 8.759459]
[7057, 8.526309]
[7214, 8.456099]Query: 643
[150975, 10.896427]
[136714, 10.03297]
[289553, 9.831954]
[330558, 9.646939]
[424041, 9.50942]
[177345, 9.240213]
[234703, 9.028934]
[130723, 8.871763]
[139271, 8.54716]
[153144, 8.345327]Query: 644
[453815, 7.711493]
[158490, 7.520277]
[311127, 7.455196]
[454624, 7.034018]
[396998, 6.962569]
[160853, 6.714152]
[158492, 6.680718]
[158506, 6.458251]
[158493, 6.322158]
[418973, 6.225773]Query: 645
[392366, 10.069002]
[310943, 9.671902]
[254027, 9.294734]
[233784, 9.242937]
[85968, 9.222315]
[21919, 8.996291]
[300030, 8.995487]
[194880, 8.968588]
[306558, 8.944584]
[193091, 8.907424]Query: 646
[408560, 7.455439]
[408511, 7.246316]
[416007, 7.230603]
[461067, 7.169339]
[484680, 7.022264]
[400528, 6.977801]
[172924, 6.869494]
[168417, 6.752628]
[172922, 6.701988]
[172925, 6.689372]Query: 647
[428754, 7.359214]
[470052, 7.322634]
[34360, 6.701047]
[419598, 6.432558]
[41157, 6.291371]
[299640, 5.99039]
[328959, 5.730193]
[496657, 5.662487]
[460172, 5.64325]
[226812, 5.430582]Query: 648
[150934, 5.049734]
[150929, 4.916623]
[420702, 4.65115]
[169417, 4.635656]
[173010, 4.633151]
[150931, 4.595988]
[227574, 4.570692]
[502527, 4.564974]
[150933, 4.533748]
[473084, 4.523443]Query: 649
[387801, 8.46841]
[1489, 8.35539]
[34658, 8.195449]
[424867, 8.065287]
[304997, 7.989939]
[250889, 7.954913]
[490133, 7.802695]
[126513, 7.493663]
[298151, 7.485682]
[208181, 7.284595]Query: 650
[460930, 9.476582]
[228581, 9.114172]
[3224, 8.857187]
[420144, 8.84182]
[417455, 8.716738]
[430820, 8.161909]
[427648, 7.967629]
[445716, 7.944676]
[496950, 7.944113]
[404902, 7.905465]Query: 651
[2759, 6.438764]
[519196, 5.993521]
[67061, 5.838396]
[521314, 5.751955]
[243811, 5.676452]
[121183, 5.520509]
[121315, 5.51577]
[500994, 5.422055]
[501034, 5.410133]
[52773, 5.352217]Query: 652
[60106, 8.605018]
[34707, 7.359059]
[47541, 7.234919]
[12679, 7.122116]
[14299, 7.101065]
[113652, 7.045228]
[113121, 7.026355]
[105953, 7.005902]
[29461, 7.002026]
[41103, 6.974561]Query: 653
[439732, 12.945377]
[106950, 12.752948]
[20248, 12.284895]
[57445, 12.284895]
[311319, 12.271108]
[32996, 11.967826]
[58645, 11.967826]
[379341, 11.689236]
[309588, 11.614302]
[351859, 11.564147]Query: 654
[466438, 6.52544]
[517185, 6.460342]
[457956, 6.443405]
[491971, 6.064403]
[199255, 5.87751]
[370912, 5.776549]
[423422, 5.603963]
[281052, 5.587591]
[439751, 5.512258]
[471725, 5.433335]Query: 655
[131111, 7.700494]
[182042, 7.550148]
[131952, 6.264307]
[176563, 6.251291]
[175210, 6.187449]
[24284, 6.104731]
[502585, 6.068182]
[196930, 6.048747]
[61643, 6.042553]
[146681, 6.018562]Query: 656
[517627, 7.632202]
[436680, 7.583602]
[487020, 7.563789]
[139022, 7.078478]
[161505, 6.89204]
[181489, 6.547551]
[181486, 6.497911]
[139002, 6.402393]
[526801, 6.311031]
[415866, 6.288564]Query: 657
[415798, 8.666872]
[464621, 8.127808]
[400243, 6.909484]
[486712, 6.83173]
[400354, 6.736213]
[2211, 6.06745]
[319777, 5.789349]
[438980, 5.754967]
[370558, 5.514294]
[68670, 5.380181]Query: 658
[365610, 7.463199]
[293121, 6.572442]
[408143, 6.534558]
[348664, 6.103019]
[207907, 6.088025]
[185207, 5.898033]
[102332, 5.699674]
[181583, 5.293949]
[301345, 5.1622]
[60770, 5.126475]Query: 659
[457072, 6.727076]
[24927, 6.129981]
[377340, 5.967663]
[407750, 5.939671]
[377342, 5.846024]
[389712, 5.577053]
[505000, 5.527698]
[379305, 5.386427]
[20755, 5.177667]
[111202, 5.177667]Query: 660
[459859, 9.439341]
[406690, 9.434612]
[436838, 9.084515]
[423721, 9.031124]
[437373, 8.891571]
[434344, 8.711921]
[434396, 8.387486]
[335763, 8.374261]
[455537, 8.346779]
[261891, 8.052622]Query: 661
[222280, 10.456037]
[420148, 9.12314]
[462406, 8.411322]
[151542, 8.249578]
[480863, 7.916126]
[414476, 7.586406]
[411650, 7.417901]
[415457, 6.860229]
[290735, 6.813084]
[277086, 6.09649]Query: 662
[434672, 7.202709]
[413874, 6.597644]
[458322, 6.354836]
[205410, 6.239792]
[442716, 6.142588]
[427889, 5.853169]
[523527, 5.766526]
[412021, 5.69249]
[491977, 5.67042]
[176356, 5.666823]Query: 663
[411508, 8.708323]
[424639, 7.519121]
[143603, 7.425846]
[487024, 7.06526]
[514723, 6.870379]
[131992, 6.70111]
[504794, 6.592482]
[142259, 6.566392]
[486312, 6.554038]
[212441, 6.17248]Query: 664
[514604, 9.207163]
[399889, 8.843826]
[518286, 8.725137]
[518303, 8.725137]
[464157, 8.474725]
[511880, 8.38481]
[453360, 8.360258]
[400177, 7.701489]
[165683, 7.606923]
[427809, 7.387921]Query: 665
[348474, 9.491228]
[515988, 8.942176]
[438816, 8.910388]
[419222, 8.766846]
[118105, 8.114833]
[244036, 8.096273]
[248527, 8.051182]
[248272, 7.552786]
[60483, 7.386697]
[284874, 7.376489]Query: 666
[453702, 6.681459]
[451054, 6.57493]
[353950, 6.552008]
[418736, 6.27491]
[444066, 6.168777]
[407766, 5.995459]
[421946, 5.990291]
[466952, 5.949622]
[192564, 5.933646]
[191151, 5.907575]Query: 667
[443418, 9.400125]
[409360, 8.157959]
[459645, 7.978664]
[276499, 7.752129]
[519919, 7.672497]
[512373, 6.929925]
[470394, 6.502732]
[243812, 6.378755]
[482164, 6.071598]
[143721, 5.884166]Query: 668
[368823, 6.048289]
[24330, 5.924259]
[61596, 5.72321]
[61719, 5.713193]
[94812, 5.713193]
[24440, 5.667735]
[416139, 5.327231]
[445952, 5.281365]
[328147, 5.266331]
[311366, 5.246438]Query: 669
[19302, 7.300466]
[35395, 7.300466]
[105733, 7.249223]
[1987, 7.063221]
[19169, 6.99201]
[19385, 6.973959]
[13540, 6.865247]
[14516, 6.859278]
[105930, 6.844394]
[109457, 6.823843]Query: 670
[489066, 6.670902]
[430242, 6.298439]
[450992, 6.104027]
[292369, 5.960433]
[228589, 5.587372]
[464132, 5.528154]
[450993, 5.510222]
[102526, 5.439277]
[246995, 5.215578]
[87878, 5.207124]Query: 671
[272366, 7.325768]
[468036, 7.269726]
[457798, 7.234078]
[233936, 7.128661]
[354591, 7.100628]
[234784, 7.052196]
[256052, 6.952873]
[226780, 6.90855]
[397876, 6.908328]
[228651, 6.904526]Query: 672
[525386, 8.785659]
[396267, 8.377283]
[416833, 8.002339]
[489512, 7.779936]
[438088, 7.187703]
[425916, 7.184859]
[479354, 7.112231]
[481167, 6.591366]
[215515, 6.508237]
[39626, 6.463887]Query: 673
[474227, 9.344566]
[515971, 8.955596]
[474618, 8.834275]
[447273, 8.826627]
[488300, 8.738556]
[516367, 8.732858]
[474090, 8.63787]
[474166, 8.620511]
[514536, 8.603141]
[451279, 8.509178]Query: 674
[271369, 8.152523]
[351098, 5.795996]
[95571, 5.682508]
[432924, 5.662405]
[271608, 5.593093]
[240452, 5.584385]
[523772, 5.546586]
[402364, 5.528991]
[437690, 5.523358]
[364990, 5.514935]Query: 675
[496322, 9.181007]
[492238, 9.142623]
[428555, 9.008768]
[410954, 8.724348]
[440641, 8.570324]
[406154, 8.528058]
[495461, 8.50457]
[504293, 8.432098]
[521911, 8.217928]
[443307, 8.020844]Query: 676
[70291, 10.170912]
[75125, 9.931261]
[26545, 9.688791]
[110213, 9.688791]
[70295, 9.25851]
[82790, 9.212245]
[10808, 9.118966]
[53870, 8.889823]
[75008, 8.889823]
[77622, 8.534828]Query: 677
[322714, 13.694904]
[420017, 13.516112]
[214918, 12.904288]
[319664, 12.786977]
[214444, 12.362073]
[252456, 11.985819]
[464173, 9.748216]
[507609, 9.588856]
[229731, 9.514721]
[438729, 9.170136]Query: 678
[416982, 6.567884]
[472739, 5.879747]
[502019, 5.593595]
[325293, 5.418439]
[407655, 5.347141]
[472738, 5.160588]
[156327, 5.044555]
[148930, 5.033093]
[444332, 5.0226]
[171613, 4.971336]Query: 679
[494284, 5.138326]
[494282, 5.081347]
[502646, 4.833962]
[452781, 4.714364]
[523071, 4.619044]
[453853, 4.572461]
[460624, 3.992803]
[471286, 3.945596]
[54720, 3.945383]
[36672, 3.936627]Query: 680
[437580, 6.931404]
[398604, 6.534593]
[434648, 6.532204]
[527547, 6.485642]
[237949, 6.176496]
[403946, 6.131255]
[458184, 6.084171]
[406478, 6.065611]
[363543, 5.843207]
[454334, 5.774353]Query: 681
[39496, 6.203322]
[34360, 6.149051]
[42394, 5.68626]
[41152, 5.593979]
[455417, 5.309587]
[320513, 5.167648]
[339704, 5.115459]
[302880, 5.076048]
[302864, 5.06791]
[202212, 5.064622]Query: 682
[433640, 7.086121]
[415170, 7.085282]
[479436, 6.810835]
[411379, 6.654229]
[167813, 6.595097]
[167805, 6.58559]
[167773, 6.508371]
[167786, 6.383564]
[434377, 6.14175]
[400263, 6.015466]Query: 683
[17471, 6.383209]
[72660, 6.358786]
[31855, 4.835094]
[22045, 4.614914]
[25314, 4.614914]
[398849, 4.546782]
[492937, 4.487286]
[505170, 4.45306]
[404628, 4.441162]
[225319, 4.365349]Query: 684
[511016, 3.440029]
[134213, 3.418197]
[148907, 3.367244]
[393030, 3.352993]
[386817, 3.228306]
[336577, 3.195441]
[134212, 3.133338]
[322906, 3.126087]
[395577, 3.117969]
[265748, 3.114858]Query: 685
[467440, 7.250934]
[467441, 7.030357]
[447485, 7.027841]
[517743, 7.026155]
[445409, 6.942067]
[505711, 6.924315]
[517526, 6.920336]
[422184, 6.146721]
[504637, 6.093428]
[516270, 6.091453]Query: 686
[225921, 8.447615]
[197188, 8.109922]
[270283, 7.922018]
[300036, 7.639353]
[197191, 7.539598]
[375711, 7.505813]
[300043, 7.332907]
[188311, 6.997146]
[325718, 6.891791]
[309570, 6.773845]Query: 687
[372147, 7.215441]
[267147, 7.174061]
[329268, 7.162922]
[190804, 7.128358]
[329272, 7.124651]
[342768, 7.004848]
[224868, 6.987942]
[218019, 6.874738]
[329266, 6.862946]
[324570, 6.826073]Query: 688
[147886, 6.799675]
[147884, 6.362317]
[419137, 6.233766]
[78504, 6.196843]
[423141, 6.163096]
[180169, 5.942473]
[419135, 5.842627]
[156004, 5.83983]
[99752, 5.824653]
[144522, 5.800064]Query: 689
[488545, 4.717334]
[101473, 4.59029]
[505109, 4.509323]
[471730, 4.440608]
[133290, 4.41897]
[168246, 4.371797]
[397272, 4.318628]
[495113, 4.317982]
[101474, 4.313326]
[472982, 4.272828]Query: 690
[222816, 6.633525]
[378793, 5.821646]
[480272, 5.738893]
[498309, 5.650934]
[208988, 5.586159]
[1454, 5.550966]
[512730, 5.455471]
[1518, 5.447045]
[58110, 5.384798]
[261171, 5.382475]Query: 691
[39722, 7.330422]
[207019, 6.822506]
[206858, 6.805415]
[442332, 6.595468]
[457601, 6.370545]
[466749, 6.34591]
[94024, 6.193242]
[419859, 6.143896]
[234707, 5.938934]
[290547, 5.937211]Query: 692
[398450, 11.796329]
[290047, 11.750246]
[322429, 11.426315]
[527463, 11.197924]
[434339, 11.044544]
[250972, 10.639516]
[340224, 10.595526]
[423726, 10.515843]
[244242, 10.200742]
[35054, 10.123268]Query: 693
[349669, 6.884891]
[302924, 6.691028]
[237044, 6.506691]
[49458, 6.493333]
[126506, 6.489695]
[274003, 6.331587]
[213778, 6.116393]
[248978, 6.048082]
[289091, 6.042902]
[235867, 6.014125]Query: 694
[158502, 9.470843]
[178432, 8.601962]
[516578, 8.524377]
[158486, 8.33076]
